deviceId,water_temp,air_temp,ph,timestamp,month,day,hours
esp8266_C5CBC1,25.81,20.94,5.941844,2019-05-23 02:51:33.413 UTC,5,23,2
esp8266_C5CBC1,25.88,20.94,6.019938,2019-05-23 02:51:38.411 UTC,5,23,2
esp8266_C5CBC1,25.88,20.94,5.939219,2019-05-23 02:51:43.424 UTC,5,23,2
esp8266_C5CBC1,25.94,20.94,5.939875,2019-05-23 02:51:48.427 UTC,5,23,2
esp8266_C5CBC1,25.81,20.94,5.746938,2019-05-23 02:51:53.418 UTC,5,23,2
esp8266_C5CBC1,25.75,20.94,5.79025,2019-05-23 02:51:58.412 UTC,5,23,2
esp8266_C5CBC1,25.88,20.94,5.914938,2019-05-23 02:52:03.426 UTC,5,23,2
esp8266_C5CBC1,25.94,20.94,5.911656,2019-05-23 02:52:08.419 UTC,5,23,2
esp8266_C5CBC1,25.88,20.94,5.735125,2019-05-23 02:52:13.447 UTC,5,23,2
esp8266_C5CBC1,25.88,20.94,5.785,2019-05-23 02:52:18.418 UTC,5,23,2
esp8266_C5CBC1,25.88,20.94,5.856531,2019-05-23 02:52:23.424 UTC,5,23,2
esp8266_C5CBC1,25.88,20.94,5.827,2019-05-23 02:52:28.429 UTC,5,23,2
esp8266_C5CBC1,25.81,20.94,5.794844,2019-05-23 02:52:33.434 UTC,5,23,2
esp8266_C5CBC1,25.81,20.94,5.834219,2019-05-23 02:52:38.429 UTC,5,23,2
esp8266_C5CBC1,25.94,20.94,5.778437,2019-05-23 02:52:43.424 UTC,5,23,2
esp8266_C5CBC1,25.81,20.94,5.766625,2019-05-23 02:52:48.417 UTC,5,23,2
esp8266_C5CBC1,25.94,20.94,5.801406,2019-05-23 02:52:53.422 UTC,5,23,2
esp8266_C5CBC1,25.88,20.94,5.817812,2019-05-23 02:52:58.443 UTC,5,23,2
esp8266_C5CBC1,25.81,20.94,5.898531,2019-05-23 02:53:03.417 UTC,5,23,2
